,fold,p.adjusted
KRT34,3.10481436445288,8.43885244054033e-15
PSG5,2.11581476412417,2.80399427498165e-13
APOBEC4,-3.04226714609266,1.07684937924669e-09
AC104809.3,-3.06167348752489,9.96287039755403e-10
TMEM158,2.81564099901565,9.84328535969316e-13
MMP19,-2.34979774197636,2.81568917924382e-12
C11orf88,-3.72893257042228,1.26664724846586e-08
GGTLC1,-7.33619169933246,1.33259302339478e-15
ALDH3B2,3.90494656396161,9.46617474300267e-14
HIST1H2BG,2.84413302408799,1.48588048976491e-11
AQP9,-2.49321812657457,6.93371361104441e-14
SELPLG,-2.59539286235818,6.50598592244748e-15
DLK2,2.69623073045263,9.47247321348188e-12
ZNF781,-2.15266312795144,1.13667818551878e-13
TMEM179,2.08700925967793,3.70636688141899e-06
EMX1,2.91911508253913,8.59135858268218e-12
FAM167A,-3.06739898868399,2.15688100037071e-14
NWD1,-2.20403418170823,5.17514487958796e-07
REN,-2.68410570675812,3.92125233184261e-14
PCDHGB7,-2.27978614900815,4.21599237525898e-13
SLA,-2.25399940935461,4.5266592013076e-13
ALDH3B1,-3.70680252462765,1.84646232292053e-15
FAM124B,-2.49036369815774,2.3071902826703e-14
LGI4,-2.49516198014022,5.91691232586519e-15
UNC13B,-2.16859799356748,5.31655166242009e-15
AKAP12,-2.3398119646078,5.47428950090943e-13
SAMHD1,-2.02719834669977,2.8224475587389e-15
MYBL2,4.76036806198301,1.57626086368843e-15
CA9,5.66852777549596,2.65156404145365e-14
COL13A1,-2.1630159574484,1.11103593382703e-13
PPAP2C,2.16379950247898,7.90064864045004e-12
PLA2G1B,-6.75466880729194,1.33259302339478e-15
C6,-4.11298963420149,6.76527807157185e-14
PCDHGA2,-2.28281469320106,6.93371361104441e-14
LRRC32,-2.77679939887764,2.17599966625367e-15
C4BPA,-6.09096794222819,1.33259302339478e-15
EEF1A2,2.18411517240895,3.90417996193623e-07
DEFB103B,2.06919296733371,3.32511224251888e-05
GCSAML,-2.38844211042823,2.71100390949618e-14
SULT1C4,-2.80317399342449,1.4289980642963e-12
KIF11,3.51699983156941,1.57626086368843e-15
GPC5,-3.14425985446106,6.26977448929311e-12
HECW2,-2.10840197573287,2.15688100037071e-14
KLK8,4.32857774882888,1.41557553884751e-08
BARX1,4.89945453754593,6.88132343944296e-14
C1orf141,-2.26303469371234,6.4330216601879e-07
OGDHL,3.03953436530679,1.78477067018652e-11
CCDC173,-3.09562955246668,8.76095895721204e-13
CCDC147,-2.18162767203794,1.79830561902263e-10
DRC1,-2.81356908311288,2.4150730944033e-07
TMEM236,-2.39207554857619,1.33475595485749e-13
FOXE1,5.75000289719691,4.15793459099442e-12
TMC5,-2.95659019339857,1.30297280119918e-12
ALPK3,-2.23303074729909,3.34104802943418e-13
VWA3B,-3.3188600867346,1.10523898680508e-08
AZGP1,-3.04213622247101,1.9472845787372e-08
HMGCS2,-3.19912051451041,1.43240859809633e-10
RBP4,-4.3750344664687,2.14878823997108e-13
SH3GL3,-2.29129741934911,5.5948471508757e-12
RP1,-2.16505097084503,2.7679549273984e-12
SOD3,-2.90060344655154,1.49783641840816e-15
NTNG1,-3.21665502791919,7.86124954419502e-11
SLIT3,-3.23742973203742,8.60626564281019e-15
WDR72,4.43327321208071,4.54683813283346e-12
LRRIQ1,-2.22810925615338,7.58407308295878e-09
HEPHL1,3.17051615299052,1.40509542574003e-13
TFPI,-2.57499929311214,3.32665041829333e-14
AKAP14,-2.90860170316447,1.06015324183083e-06
LGALS4,-2.60985269996387,6.06122013230659e-15
MMP11,5.22677780433742,1.87978077652914e-15
SHROOM4,-2.89059005034736,1.33259302339478e-15
HIST1H3D,2.32243138280383,5.2868604709986e-11
CAV3,-3.53035926088316,3.9146753476753e-15
FHL1,-4.20879795900844,1.33259302339478e-15
ARHGEF26,-2.34740323795794,6.18414315085183e-14
CDH3,3.28379852890526,2.96193669813664e-14
ANLN,4.19820001294177,1.80934080127784e-15
GABRG2,2.07519896850756,5.43820459323254e-08
POLE2,2.36621284469666,1.33259302339478e-15
COX4I2,-3.3898032851824,1.52540654868082e-15
VSTM2L,-2.0828196982939,7.26914399894495e-08
CTSE,-3.6827400800846,5.0629567102639e-11
AQP1,-4.04719925292957,1.33259302339478e-15
FAT4,-2.39970862482555,2.47211755909576e-14
RSPO2,-4.78283870507318,1.78278963937938e-15
CNRIP1,-2.2257971591553,1.33259302339478e-15
NPR1,-3.99882188491644,1.33259302339478e-15
FCN1,-3.64140015335757,2.17599966625367e-15
RS1,-5.18594691173044,1.33259302339478e-15
UGT2B4,-3.02631841205497,3.1639549657273e-12
CELF2,-2.72879784629972,1.33259302339478e-15
SLC14A1,-3.57282049945381,5.89245252498349e-13
PTGDS,-3.41360102757087,4.53445184371504e-14
SIGLEC1,-2.35319336648575,1.13334716823452e-11
PRTG,-2.42645361643587,3.53508260270871e-12
KCNA4,-3.30093685508157,3.87715756527953e-14
SFTPC,-10.4092111368845,1.33259302339478e-15
DYNC1I1,2.04403839678412,2.10603006964644e-08
ADAM23,2.26912638089869,0.000334260242347048
C7,-4.57641652338357,1.33259302339478e-15
ABCB1,-2.30422074562839,4.7567488658328e-13
AHCYL2,-2.8429976521584,1.33259302339478e-15
SPAG8,-2.45792290256147,2.60942672136271e-11
PRKCQ,-2.03918434263121,3.83465026169036e-14
ARMC4,-2.73898174722155,2.65753359132111e-08
PLK4,2.43781579084795,1.33259302339478e-15
TXNIP,-2.21199978636293,8.60626564281019e-15
PCOLCE2,-2.40617660624321,2.74680033584122e-12
MEFV,-2.2325640574057,2.28518004580348e-12
GIMAP7,-3.09959666068349,1.33259302339478e-15
MND1,3.33676783331175,2.40019842413019e-15
ITGB4,2.65000020815315,6.47422868839845e-14
WFDC1,-2.8784071370106,1.3695750331501e-15
CENPM,2.48920761447233,5.11490442471414e-14
SLC6A20,-3.7723316029305,5.54213872011004e-15
PPIL6,-2.36781427926398,2.97941931758005e-13
HIST1H3F,2.46408285446532,2.61431225773643e-12
KRTAP4-1,3.58623549379284,1.33259302339478e-15
FGF2,-2.18086541079325,2.03053621686829e-12
LILRA1,-2.69150387133466,1.05080246313836e-14
ITGAL,-2.57900774870747,1.05080246313836e-14
LMOD1,-2.97959733057139,2.23075648070934e-15
TSPAN7,-2.49139543150625,2.09181942325639e-10
ATP13A4,-4.11554791655383,1.33259302339478e-15
ACVR1C,2.06833197732198,6.15672447778051e-11
AK1,-2.54000058718687,1.33259302339478e-15
ITIH2,-2.33599625170319,1.30388984813844e-11
TDRD10,-3.92851618791483,1.33259302339478e-15
HSPA12B,-3.12420644669717,1.69704537890695e-15
CAPN8,-4.35420194024279,8.0421036230748e-15
MYRF,-3.78481346490486,1.9226833086526e-15
COL10A1,4.04395278853218,1.00719065172879e-12
FERMT2,-2.2034042200899,1.33259302339478e-15
C19orf35,-2.00580013702934,1.13276737178517e-11
DAW1,-3.54668413027421,9.38883373125134e-13
PCDH20,-3.08326996106133,2.76457662156132e-14
SYT12,2.66320528858183,4.63653581213351e-13
KANK3,-3.94161062352589,1.33259302339478e-15
SPATA6L,-2.23296445819737,4.06817827340373e-15
C4orf22,-2.99544177881143,1.47256115978326e-08
FRMD6,2.02880129185106,9.26595071201489e-12
KLHL32,-2.1246834850279,2.00154262100096e-11
HELLS,2.89721304112079,1.37937695708909e-15
NKG7,-2.27600217470446,2.9081820378199e-11
SPRR4,2.88420140503898,2.36721402745991e-09
IGSF11,3.20187651605492,2.68585002914714e-12
GPR65,-2.40561336981297,3.31319063021361e-15
GFRA1,-2.68882359246675,2.36131956590184e-13
EFEMP1,-2.52640126800869,3.31319063021361e-15
CCBE1,-3.22826823131278,5.11490442471414e-14
SLC11A1,-2.81559408052792,2.82935773104633e-14
GBP6,3.89742573750161,1.13997874246693e-09
GJB2,5.33202451995368,4.54819326538941e-15
NPPC,2.49652707646074,8.64281161287728e-07
CFP,-3.6343891781043,1.33259302339478e-15
IBSP,2.79917667745628,1.70282591592511e-12
RBP2,-5.5745319194848,4.98714933442896e-15
ICAM1,-2.70700208717,1.90640191349608e-13
LRRC52,-2.00218482537499,1.12421212156574e-10
DOK7,-2.55433890625512,1.43629710058705e-13
GPRIN2,-3.12023586598404,2.86270326319769e-15
POU3F1,2.14067848410627,7.02424132118524e-10
C8orf34,-3.36854544429859,3.06810027059678e-15
PSAT1,4.29859759558735,2.40019842413019e-15
GSG2,2.69238341890277,1.78278963937938e-15
TTK,4.32853031593319,1.54906533863419e-15
NEXN,-2.4981896905567,2.17599966625367e-15
ACACB,-2.07921067869653,1.360941735198e-12
COL3A1,2.28760000388543,5.91181972775566e-08
RARRES3,-2.16960026432851,3.99615737773461e-15
DIRAS3,-2.03531707920924,5.89975685677995e-11
CCNB2,4.21883156830166,1.39159551706711e-15
ITGA9,-2.5050384443362,1.33420804523749e-15
GRIK4,-2.78968164389254,1.56756816868064e-12
ARRB1,-3.1826037729273,1.33259302339478e-15
FAM83C,4.68622417755788,1.04814068287475e-11
CKS1B,2.0495609295864,5.30699038864611e-06
CCNB1,3.47000291275818,1.52540654868082e-15
ROPN1L,-3.33281666004109,2.7864610622723e-11
COLEC10,-2.87856820296006,1.13709137594647e-13
E2F8,3.19649018958311,1.72789698685459e-15
DMBX1,2.02447466500332,2.94366225369371e-13
FMO5,-3.44659999268674,1.78278963937938e-15
CLEC1A,-2.77342726198316,2.87995458663371e-12
DYDC2,-2.82773704613871,5.74613227478047e-07
MMP3,3.86920529727554,9.05631487598573e-12
HNF1B,-4.83479471810653,2.95569128796229e-15
MMRN1,-3.8363817455722,1.33259302339478e-15
SERPING1,-2.06260009993726,2.45253628468208e-15
NCF2,-2.08619867482971,4.53445184371504e-14
AK4,3.28581730595379,2.50295945923263e-15
SLC44A4,-3.3725826720233,1.08656941362138e-13
GAREML,2.2644249163327,1.30750555380589e-14
TLX2,2.1386248643754,7.46329105755661e-12
RTKN2,-4.21557162558434,3.53445357153137e-15
KL,-3.63211227148059,1.78278963937938e-15
C1orf186,-2.34354759073424,3.49446083895324e-10
TNNI2,-2.24760735042825,1.89162742860809e-12
SCN7A,-5.01973188375894,1.33259302339478e-15
ALOXE3,2.92881599760183,2.1047400840758e-11
RCSD1,-2.29400003902501,2.41474024084818e-14
ELTD1,-2.10100282834997,1.78278963937938e-15
PCDHGA12,-2.11803047565641,1.77617546296512e-13
KNTC1,2.08038593608061,2.27558072436334e-15
SLC7A7,-2.32719873457141,9.01139003627021e-15
FAM110D,-3.05407873955754,1.57626086368843e-15
CBX2,2.33719820662373,5.25093892475721e-14
SLC15A1,2.94965482643674,1.18374377907666e-14
BCL2L10,3.72022060839932,5.65989734516753e-15
ATP1B2,-2.65805599509413,4.87484116185691e-15
KLK9,2.2679545781095,2.00032331255404e-06
BDNF,-2.02745611440641,1.31949918813465e-07
MAST1,2.4918116271455,1.39045303430849e-14
ATP1A2,-3.86650517631307,3.9146753476753e-15
TMEM47,-2.30520972301227,1.42181072389871e-15
KCNIP1,-2.6211111751815,4.20458500382443e-14
FAM167B,-2.10820900369146,7.59625412304021e-14
CD53,-2.07239925516846,2.76457662156132e-14
ASPA,-3.77334114593397,1.34705187349842e-15
ABCC5,2.27979695079756,6.33362701870557e-14
ARHGEF39,3.0284164257423,1.33259302339478e-15
NCAPG,3.72358262086766,2.23892279602156e-15
CATSPER1,-2.32135072323829,6.47541259909781e-14
SDPR,-4.81619225384731,1.33259302339478e-15
MAGEA11,3.74938434992334,1.33682233641576e-10
ABCC8,-2.51112853145095,3.29421743393595e-08
PPARG,-2.56281953401448,9.46617474300267e-14
MFSD2A,-2.85040282127563,2.23892279602156e-15
C7orf57,-2.27993418325338,2.20635942997468e-07
TMEM139,-4.44926756098678,3.01449946339475e-15
CFD,-3.50620490375718,2.71573996951005e-15
SIRPB1,-3.35199303787534,3.1816603410419e-15
CABLES1,-2.13860890225866,4.16686205493523e-15
PLEKHG4B,2.1977892400185,4.88319542999586e-09
IL23A,2.21096389841113,9.90105372404133e-12
ITPKA,2.55216455817558,1.71398312856081e-14
HR,2.72100344091115,5.46341222686581e-12
PRKCE,-2.4261897405385,1.3695750331501e-15
C8orf46,-2.20543691366997,2.84748671505587e-11
WNT7A,-3.04210238228433,7.19589672168321e-12
TFR2,2.41094151173914,2.58725782193171e-15
GATA6,-3.01402406283367,1.64563886916464e-15
LAMP3,-3.46440535126448,1.3695750331501e-15
CFI,-2.05739477658242,7.6334633879224e-15
VGLL3,-2.13503547257339,7.20066629178202e-12
RACGAP1,2.22919773850886,1.80934080127784e-15
KIAA0101,3.39481314806079,2.76674307353455e-15
DOK2,-3.01680783439219,3.45560045315771e-15
C2orf62,-3.36692278277626,5.64143536166872e-14
SOSTDC1,-2.69907019118766,3.15743337567225e-08
EVI2B,-2.50340318978094,6.9533615476345e-15
NFAM1,-2.08961281320913,2.44750218364642e-12
NRN1L,-2.04973275350655,1.47191088655551e-13
STOML3,-2.71520272064694,1.15745674979026e-06
CLDN5,-3.49021494169323,1.33259302339478e-15
PHYHD1,-2.63279811352295,1.80794651394233e-15
KREMEN2,4.81905431196888,4.25446909844198e-15
KHDRBS2,-4.51064938433401,1.33259302339478e-15
DPP6,-2.92284167996251,1.13154910138937e-12
KIAA1324L,-2.04139735725839,4.06817827340373e-15
ANK2,-2.46436178647743,1.39045303430849e-14
CNTN4,-2.30856948846813,1.16291970818057e-13
PLEKHG6,2.67521134556463,3.49218218216323e-13
PLN,-2.23276698740878,1.23697623803512e-09
IL1RL1,-4.53960716074666,1.10531585506392e-14
SPARCL1,-2.65680045279082,2.6740821936512e-15
GAST,4.26273753689256,1.70131642927231e-14
SCARA5,-5.01109933739278,1.3695750331501e-15
AQP7,-3.84490509178713,1.33259302339478e-15
CTD-2600O9.1,-2.71061043066316,3.18805755588931e-13
FAM162B,-3.50663663636616,1.69704537890695e-15
EIF4EBP1,2.12899956495024,1.33259302339478e-15
ANXA3,-2.84460215456916,1.54906533863419e-15
LAIR1,-2.20239700039426,2.91098523618266e-13
BPIFB1,-4.07143903903998,4.22393082479974e-06
NINJ2,-2.87000787011464,1.33259302339478e-15
PF4,-4.03322646586219,2.70787950257033e-14
ZMYND10,-3.82174296783629,2.97796185297655e-11
CRCT1,3.93377069962699,1.02740460800634e-08
COL1A1,2.42840019362134,1.19442928084716e-08
EDARADD,2.34133816123801,8.74937138207991e-13
TLR8,-2.8899807278966,6.2115735931134e-15
ADCY4,-2.75141698647092,1.95661838219896e-15
GALNT16,-2.84222243773889,2.3065682599154e-13
AADAC,-2.14648379729416,6.6987076161364e-05
CALML5,5.21033997156834,1.1872835727649e-11
CLEC4M,-4.02005819169427,2.82722432000209e-13
VAMP5,-2.00999851317667,1.3695750331501e-15
HSPB2,-2.42199865826344,3.24589451123616e-15
EVA1A,-2.07260198085831,1.48588048976491e-11
FGA,-3.71359526414724,4.08307114994503e-09
ZBTB16,-4.61480604172467,5.43025303688931e-15
ACP5,-2.34660001400976,6.93371361104441e-14
AP3B2,2.01235775016618,1.21178185503237e-09
CFTR,-4.04679107607437,1.45210074542966e-15
KIAA0408,-4.72514966811363,1.33259302339478e-15
TMEM132C,-3.66158762993482,2.72018305800638e-14
C5,-2.20419444690865,9.01139003627021e-15
MKRN3,2.2560571781113,0.00025694492917175
ARHGAP15,-2.11640081705717,3.03133175828326e-14
SFN,2.45479981204568,1.00080149295541e-10
INSC,-2.39013267656255,3.2224742586016e-12
KRT5,6.51540084746837,9.18605115507426e-13
SYNDIG1L,-3.73868779947246,3.06810027059678e-15
TTLL10,-2.62129455309266,4.33718244379815e-09
CYR61,-2.32160089076076,1.21250337573417e-11
HIST1H2AE,2.55104702064669,2.90841137740947e-11
MUC1,-3.03880062711563,1.18374377907666e-14
TMEM40,3.01001221512859,8.22046638226401e-11
TP73,2.14410841141544,3.69188434017555e-09
GPC1,2.21699914202192,1.64176474864296e-12
ST8SIA2,2.04042719830227,4.30573326154535e-09
MYO7B,-3.04302156789824,8.80381920149088e-15
SLPI,-2.66539879820306,3.04259587924536e-11
C1orf87,-4.24162818607379,6.41530628114756e-13
STX11,-3.17123071408044,1.69704537890695e-15
SHE,-3.77780336671909,1.33259302339478e-15
SPTSSB,2.81568825520697,3.47432933938087e-09
HPGDS,-3.09824031951419,2.23892279602156e-15
PLA2G2A,-3.14383146428653,9.27937996164927e-08
CDHR3,-2.81805176962751,2.72345819102874e-11
GPR182,-2.15256135613004,4.06817827340373e-15
FLJ30594,-2.4482276128,6.36373704387244e-15
CYP27A1,-2.94999814224235,9.01139003627021e-15
UGT1A4,2.2578076456746,1.91284272739017e-09
EN1,3.43153485460225,1.06080683370005e-13
DMRT3,2.6008586186317,4.24007240574651e-09
PARPBP,2.73735116382438,2.40019842413019e-15
EMR1,-3.10340653069286,5.85545543478265e-12
LILRB5,-2.02102490524064,7.8648727435126e-11
ANGPT1,-3.32743778279182,7.82503007165133e-15
SOX15,3.14239514328688,4.73582898171534e-11
RAD51,3.28059428220376,1.95661838219896e-15
MYCT1,-3.25661348566743,1.33259302339478e-15
RSPH10B,-2.39779100142451,3.96458423182713e-08
GSTA3,-3.03914695645499,4.7427681084196e-10
CTD-2207O23.3,-2.45624817654647,1.11316600983882e-13
DEFA1,-5.21978720651158,1.29784307974165e-13
KIR2DL3,-2.67656287129967,1.13462446401027e-13
XXbac-BPG181M17.5,-2.81818591746403,1.0234182429306e-12
STAC,-3.59990345929439,2.58725782193171e-15
C1orf168,-3.39019968920842,1.16291970818057e-13
DUSP27,-2.31514954808976,9.76121286348849e-13
RCOR2,3.07186576686518,1.33259151972307e-14
NKX2-1,-5.00592242879921,1.33259302339478e-15
CACNG6,-3.33833252662819,1.26240492590997e-09
KIF26B,2.18436507130999,1.05897323516471e-11
KIF15,3.14141737293265,1.61183788061032e-15
MFI2,3.4347973338429,1.84646232292053e-15
ITGAM,-2.15040437140832,6.46188515100722e-13
FBN3,-2.1678293354038,1.3125893824297e-06
TCEAL2,-3.72533379439011,4.41533343040686e-13
GRASP,-2.82399886788237,5.08977829835981e-15
SPTBN1,-2.07600126811422,1.33259302339478e-15
TRIM58,-3.07048803642728,1.05735568415177e-10
BMP3,-3.1876580379998,1.76317567202276e-12
SDR16C5,-2.64538088393789,6.61496243971681e-13
CLC,-2.01323672111831,1.85108733157465e-05
KIF20A,3.75815098674414,1.67752848049723e-15
IL6,-2.67281202457808,9.20106505406117e-07
KCNE1,-2.80378556273391,1.37032213024075e-13
FAM83A,4.51959783426306,5.61018506813475e-13
SLC24A4,-2.65112051075676,2.05248185356058e-15
SPRR2F,3.58474723428878,4.49602013269921e-07
RASGRF1,-5.33845405659688,1.3695750331501e-15
SCN4B,-2.67595470107777,7.77720209333852e-13
PGLYRP4,3.85627208076977,7.59625412304021e-14
CCL15,-3.25409560770364,2.32004173193406e-13
TRPV2,-2.42659609692613,2.13612018269727e-15
EFHB,-2.43246745372041,2.38004109507829e-10
COLEC12,-2.99059561532901,1.33259302339478e-15
CLCA2,4.78921281702633,9.84057804667847e-09
GNLY,-2.05739758914091,1.54603500125324e-10
LYZ,-2.855799380605,7.25317051444951e-14
MITF,-2.16897173485181,1.5881369081558e-15
SPRR2B,3.46928255263756,1.61404275099326e-06
TMPRSS4,4.80656050889636,9.8857429278177e-14
MCM4,2.71879197736464,1.63015356450099e-15
ALDH2,-2.43699832515266,2.13612018269727e-15
OR6K3,-2.11896970391961,1.45537756541075e-11
LILRA6,-2.36238597573124,4.21658149976078e-13
PTPRN,2.36699276832638,1.74688080277094e-11
PPP2R2C,5.15541909674146,9.6521531603343e-15
SDR9C7,3.14393360966574,3.17264422643709e-14
ARNTL2,3.12721680496664,3.85017436051978e-15
DEFB103A,2.47950429825545,2.19085104990583e-06
SPNS2,-2.63859998606071,4.9712544934869e-15
ERICH2,-2.9528046296749,3.7622110581795e-15
SLAIN1,-2.48818950264679,3.7622110581795e-15
FKSG52,2.14382504449347,4.59436928876485e-10
PYGM,-2.27533200553808,1.67752848049723e-15
GRHL3,5.10052715884379,2.15688100037071e-14
GPR4,-2.03459032864153,1.67496106535268e-14
GFRA2,-2.38812227222676,1.06080683370005e-13
FBXO32,2.22499277145829,2.6740821936512e-15
AGR3,-4.76315191753275,3.06810027059678e-15
SVEP1,-2.6307966286508,2.71573996951005e-15
ZDHHC11B,-2.05903461195077,2.56033861255681e-09
HOXA13,3.33384770685341,9.54955104095886e-14
STARD13,-2.41138702122479,1.49783641840816e-15
COBL,-3.42116787271042,1.67752848049723e-15
CHRNA5,2.81172874438424,8.80381920149088e-15
TMEM204,-2.27200068505927,2.6740821936512e-15
CDCA8,3.7835882499188,1.3695750331501e-15
DEPDC7,2.06875972335263,1.90521492811209e-15
MAOB,-2.58640389708539,1.9226833086526e-15
LHX2,4.38791349772309,4.9712544934869e-15
MTBP,2.09978064353271,1.63015356450099e-15
LCN10,-2.87510606895392,1.53360793516786e-12
CCDC17,-2.86497777371782,1.31480180280458e-09
DARC,-4.37680254691482,6.64562519416402e-15
CCDC37,-3.05992646944876,2.15507061632442e-08
ENKUR,-2.53278131397283,4.34429912928255e-07
CDKN3,3.43460069653157,2.36197785889691e-15
EPHB3,2.27920138871123,2.03251481319191e-12
SRRM3,2.88987620170405,2.36243217808445e-13
ACSM5,-2.51156188111691,6.63710785008291e-14
PADI3,4.17853928547876,8.20433539047393e-12
HLA-DPB1,-2.38359974276898,1.07803417192865e-14
BRINP3,-2.21815181926084,4.05931734032731e-10
HIST1H2BF,2.33988528680396,2.28201967517616e-11
RAMP2,-3.30060045840353,1.33259302339478e-15
ADCY8,-2.30566477231368,2.65630154412498e-08
YBX2,2.7720538882646,1.6819276626734e-12
LAT2,-2.17920066402632,3.61299051416425e-15
MMP28,-3.1377737660495,6.79892300439042e-15
FSD1,2.3169311543789,2.50863588356909e-12
TMPRSS3,-2.0760249503532,1.62258603338809e-09
GRM4,2.36076452932763,4.85285575831732e-11
SH2D5,3.26069046762867,1.02385213637088e-14
GAP43,2.46089605466115,3.33954943555005e-08
PIK3R5,-2.10441675876824,1.15872571953443e-12
F11,-5.45816549231852,1.56127544498245e-15
LST1,-2.63279871317905,2.58725782193171e-15
ELN,-2.58800098545103,4.98398462868512e-13
ARHGAP31,-2.77462289347606,1.33259302339478e-15
IRF6,2.407798932696,1.49201578948577e-14
SELE,-2.90159019168019,1.07248631342367e-06
PCDHGA3,-2.37056528531144,2.27558072436334e-15
FIGF,-6.06445826517418,2.0202563768652e-15
PTPRM,-2.45279943573531,1.69704537890695e-15
AC008948.1,-2.88540296969396,6.93417973361708e-14
SCEL,-3.7969693083807,2.86270326319769e-15
CXCL14,2.94500184056493,1.08505096404444e-08
RTN1,-2.4371970700325,2.14777994875626e-13
VWF,-3.07940391025622,1.33420804523749e-15
GIMAP5,-3.06500483081115,1.33259302339478e-15
CAMK2N1,-2.39039219736475,2.01060353194877e-14
SMC1B,2.0442474024507,1.25522598518215e-10
LIN7A,-2.25516458308214,4.33681622855865e-11
F2RL3,-2.38779083161645,3.79623910566006e-11
TMEM74B,-2.15163668732425,9.26595071201489e-12
SLC18A3,2.00296456449865,1.60543905364669e-11
GJA5,-2.19599937275046,4.34697185076954e-12
SP9,2.34718202089765,9.05170867633157e-15
LILRA5,-3.05899841689109,1.80934080127784e-15
HLA-DRA,-2.49419999080644,6.9533615476345e-15
CCDC39,-2.33053156651068,5.85260870374857e-12
ARMC3,-3.3965238528764,2.18947638330161e-09
RSPH10B2,-2.69045990853892,2.2644421019102e-08
SPATA4,-2.65791737474647,1.15357212815649e-09
PRX,-4.159034428822,1.54741960111951e-15
E2F7,3.970350845184,1.33259302339478e-15
GJB5,5.15669878869488,4.53445184371504e-14
PERP,2.97299820016045,1.33259302339478e-15
MROH9,-2.6737239592518,3.32892644955956e-09
SFTA2,-6.72527761474288,1.33259302339478e-15
LRRC48,-2.28979042622473,3.29246123594755e-12
CHIA,-5.54146717287392,4.93076419841434e-15
LTB4R2,2.56317651237614,1.66892202611468e-11
BIN2,-2.23479402588079,8.79620752618991e-15
NME9,-2.40802559774878,1.28918292912862e-09
AREGB,-2.05911564256892,1.45695378949586e-05
KIF6,-2.17676918238476,2.49443379565891e-11
PRC1,3.44620950554005,1.33259302339478e-15
GPIHBP1,-5.84588989664182,1.33259302339478e-15
ACTN2,-3.55365017515914,8.59176629531253e-14
C19orf38,-2.00440099418914,6.46188515100722e-13
CLEC9A,-2.18627760706828,2.78062346948384e-13
PIP5K1B,-3.15887843974891,1.52540654868082e-15
SMIM6,-4.00682053990174,8.99344961846617e-14
ELANE,-3.07748225655553,1.95661838219896e-15
CALCRL,-2.72999978211237,2.23892279602156e-15
ANKRD29,-2.64080936749806,3.49372804713628e-13
CDCA5,3.90282369913938,1.54906533863419e-15
CAMK2N2,2.88904385655691,1.03679252392929e-13
SLC1A6,3.57422658680514,3.54282665288544e-13
DDAH1,-2.27919128313931,1.95661838219896e-15
IGJ,-2.11600435836947,5.36990981507641e-07
FAM174B,-2.06460439683306,5.54213872011004e-15
TENM2,2.83590214477059,4.43703536775359e-06
CCDC135,-3.10711579081825,6.0599047911665e-10
SPEF1,-2.92928969616853,1.26344486307446e-09
KRT27,-2.74941356910203,6.40697885596465e-13
MYL3,-2.50177745481133,6.50598592244748e-15
DNAH6,-2.90733745180641,3.22226811919050e-12
C1QL1,2.82545720522288,4.99535436770275e-14
CENPF,4.36562801524713,2.0202563768652e-15
GPM6A,-6.36068873666889,1.33259302339478e-15
STRA6,3.76142298395144,4.88772511759087e-14
SIGLEC6,-2.67050314435843,2.47456198075772e-13
SLC44A5,3.04525822432165,5.10075812056479e-13
GDPD2,2.68986814250139,4.55943706625215e-11
WNK2,3.17577634977362,3.8018260487651e-10
AGBL1,-2.73113744822509,1.33259302339478e-15
PDE1C,-3.12896003889403,3.06810027059678e-15
PKP3,2.16319978394263,1.63015356450099e-15
CASQ2,-3.56862954236607,2.20547250574309e-14
KIF18B,4.61226104295173,1.67752848049723e-15
SGCA,-3.45482571282699,1.87978077652914e-15
TBX5,-2.33218884087007,2.71204415537276e-14
KLRC4-KLRK1,-2.12859997360468,5.77003542342874e-11
SLC6A15,3.65615768525073,1.6815117493096e-10
TMEM117,2.07140944047283,3.14993918799752e-12
HRASLS5,-2.97593884198467,2.39132008651525e-12
TNS1,-3.10420287509774,1.33259302339478e-15
ATP10A,-2.7068106659728,1.42418221498934e-14
CDC25A,3.13416740620008,2.76674307353455e-15
SCGB3A2,-5.18618622120497,1.22075134419479e-13
IL12RB2,2.1206975129263,2.81682631457623e-08
HIST2H4B,2.07976944746089,1.67110896063177e-05
C12orf56,4.78256495507556,1.11459305345134e-14
SPAG6,-3.54990549889266,2.6673299449085e-09
CITED2,-2.5001993914324,5.31655166242009e-15
LRRK2,-4.52025115555214,1.33420804523749e-15
ABCA3,-4.75960294541783,1.33259302339478e-15
CPED1,-2.89018612628329,2.5459037054281e-15
OTX1,4.38381993934523,1.56127544498245e-15
TMPRSS11F,3.59528518322422,1.83360216112522e-15
RAB3B,3.21007465458411,2.85604467635161e-15
RSPO4,-3.48836886620521,7.41828743372528e-13
CSF2,-2.1057815698927,1.07591810736484e-07
CDCA2,3.69615187280075,2.23892279602156e-15
FAM166B,-3.00903686864875,2.36925390686285e-08
FAM183A,-2.65916187791749,1.29343236666704e-06
TNFRSF18,2.55421137372377,3.07887377244959e-12
ALAS2,-3.22345344752106,2.08049919005673e-11
WDR63,-2.86226893462116,1.30297280119918e-12
GIMAP4,-2.59979415958126,1.33259302339478e-15
MUC15,-2.16962228055696,2.6576568628175e-08
HOXC9,3.00294930984056,3.54743159335771e-11
SLC8A3,-2.55646685476348,3.57008314693582e-14
NCKAP1L,-2.29799539674247,1.42418221498934e-14
SHISA3,-3.63086665580071,6.95363468251619e-15
FGF14,-2.36572966849034,2.14777994875626e-13
